2021-06-29 16:37:08.087 [restartedMain] WARN  o.s.b.d.autoconfigure.OptionalLiveReloadServer - Unable to start LiveReload server
2021-07-05 16:41:49.201 [http-nio-8081-exec-4] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@2abc871e (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:41:49.204 [http-nio-8081-exec-4] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@31d8eddc (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:41:49.207 [http-nio-8081-exec-4] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@250fd8f0 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:41:49.210 [http-nio-8081-exec-4] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@9d40a6 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:19.466 [http-nio-8081-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@185ad927 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:19.468 [http-nio-8081-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@6abaa193 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:19.469 [http-nio-8081-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@514599c1 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:19.472 [http-nio-8081-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@1f98e12f (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:19.473 [http-nio-8081-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@629ff53d (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:19.475 [http-nio-8081-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@5d1676c4 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:19.477 [http-nio-8081-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@20e06736 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:19.478 [http-nio-8081-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@78a96b9c (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:19.480 [http-nio-8081-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@65025fa9 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:19.481 [http-nio-8081-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@b4ca59b (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:19.482 [http-nio-8081-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@28b6ba13 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:19.484 [http-nio-8081-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@1bf0d112 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:19.486 [http-nio-8081-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@6c783ad2 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:19.487 [http-nio-8081-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@2f62abb (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:19.488 [http-nio-8081-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@1f8d7ed4 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:19.490 [http-nio-8081-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@2685476 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:19.491 [http-nio-8081-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@2f6b5043 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:19.493 [http-nio-8081-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@1cfb14e7 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:19.495 [http-nio-8081-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@6874a272 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:19.497 [http-nio-8081-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@28ff80ee (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:59.433 [http-nio-8082-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@2a3d6f4d (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:59.436 [http-nio-8082-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@596e5713 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:59.437 [http-nio-8082-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@18e81c74 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:59.439 [http-nio-8082-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@644019cb (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:59.440 [http-nio-8082-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@2eef4b7c (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:59.441 [http-nio-8082-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@512477d (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:59.443 [http-nio-8082-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@5dc1e017 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:59.444 [http-nio-8082-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@392b2425 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:59.446 [http-nio-8082-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@6d4b3cd7 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:59.447 [http-nio-8082-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@7a75a7ac (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:59.448 [http-nio-8082-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@28e621ad (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:59.450 [http-nio-8082-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@488c3298 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:59.451 [http-nio-8082-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@7c9502da (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:59.452 [http-nio-8082-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@2b8a8223 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:59.454 [http-nio-8082-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@32f825b6 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:59.455 [http-nio-8082-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@30fa93b8 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:59.457 [http-nio-8082-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@435cc584 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:59.458 [http-nio-8082-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@168c99ad (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:59.459 [http-nio-8082-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@2df65105 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:43:59.461 [http-nio-8082-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@49f57050 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:02.782 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@e3ea370 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:02.785 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@4c6c800 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:02.787 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@41c446fc (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:02.788 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@3a9a4897 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:02.790 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@70cfa477 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:02.792 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@427bf4a6 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:02.793 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@21ebb9b3 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:02.795 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@49dd83e9 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:02.796 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@44bc7ab9 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:02.797 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@597f784c (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:02.799 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@25a564f1 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:02.800 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@c26967 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:02.802 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@278ca274 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:02.803 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@51313d1 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:02.804 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@b9f6d6e (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:02.805 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@1885a42b (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:02.807 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@5ad83a4d (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:02.808 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@4748375c (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:02.809 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@37ccc6c6 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:02.811 [http-nio-8081-exec-9] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@25d88e8 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:39.498 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@75841b02 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:39.501 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@34b91139 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:39.502 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@50ceae9e (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:39.503 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@5c7e38e (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:39.504 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@285a029d (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:39.506 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@5496ee76 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:39.507 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@71891024 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:39.508 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@4be85608 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:39.509 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@335eeb02 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:39.510 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@50d85641 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:39.511 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@69e9644e (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:39.513 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@6038276d (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:39.514 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@24fac693 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:39.516 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@3602f613 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:39.517 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@14eb3f89 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:39.519 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@35c96136 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:39.520 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@47f5e742 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:39.521 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@66e633c1 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:39.522 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@2b3c4fe3 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:44:39.524 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@55025b63 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:45:13.878 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@230034cd (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:45:13.880 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@72e691b1 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:45:13.882 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@493e91b8 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:45:13.883 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@6bba620e (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:45:13.884 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@7ae1e736 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:45:13.885 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@3c4c9ac2 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:45:13.887 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@1426fa2 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:45:13.888 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@3950d796 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:45:13.889 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@4cfd4fdd (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:45:13.890 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@14bf460a (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:45:13.891 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@6920440 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:45:13.892 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@39418f63 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:45:13.893 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@1fe4ac31 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:45:13.894 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@718536d1 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:45:13.895 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@67a39ca5 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:45:13.896 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@52ac3da5 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:45:13.899 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@681396e5 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:45:13.899 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@30f81688 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:45:13.901 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@4bc5f286 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:45:13.902 [http-nio-8081-exec-7] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@78b7bf4e (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:49:19.702 [http-nio-8081-exec-8] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@f0c773b (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-07-05 16:49:19.705 [http-nio-8081-exec-8] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection com.mysql.jdbc.JDBC4Connection@71a26ae7 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
